Comment,Annotation,label,text_len
Hamesha apna hi dukh dikhta hai..,Not Hatespeech,1,6
"बौद्ध बनो और कुछ नही हो सकता इसके अलावा
कयोंकि बाबा साहब ने ये करने के लिए कहा है।।
जय भीम जय भारत।।",Not Hatespeech,1,23
"Tum chamar ho, tumhari kya aukaat hai humse baat karne ki? Mind your place, guys. 😠",Hatespeech,0,16
"Abe, ye chamar log kitne ghatiya hote hai yaar. 🤮🤮 Kya dimag hai inke paas? Just useless!",Hatespeech,0,17
"jai maharana pratap ki jai 
jai RAJPUTANA....",Not Hatespeech,1,7
"Ye sab jativadi gutter dimag ki chaal hai taki kisi ka dhyan general reservation par na jae, sc, st ya obc ka koi bhi candidate agar kisi entrance exam me top bhi karle to bhi use general category ki seat nahi milti kyoki 50% seat general quota ke liye reserved hai. Aur yahi is desh ka durbhagya hai. Biggest cheating 50% quota for 15% general population,  and 50% quota for 85% st, sc, obc  population. Pehle ye kaam chori chupe hota tha ab govt openly declare karke karti hai, isliye general quota me admission ese hi ho jata hai.",Not Hatespeech,1,99
​इतिहास गवाह हैं। मुगलों से अपने अस्तित्व को बचाने के लिए ठाकुर अपनी बहनों और बेटियों को मुगलों के हवाले कर देते थे।,Not Hatespeech,1,23
"​सवर्ण तो फिर भी थोडे न्यायसंगत होते है. लेकिन OBC समाज के लोग दलित और आदिवासीओके साथ न्यायोचित व्यवहार नही करते. देखा जाये तो दलित और आदिवासीयोसे ज्यादा तर समस्या OBC को ही होती है. ओबीसी समाज जातिवाद फैलानेमे दूध का धुला हुआ नही है.. ज्यादातर OBC समाज से आनेवाले महापुरुषोने हमे समता और न्याय भी सिखाया है. अपेक्षा रहेंगी कि OBC समाज के लोग उनसे कुछ सिख लेंगे. लेकिन कुछ लोग छोडे तो, पुरे OBC समाज पर भरोसा नही किया जा सकता, जातीवाद फैलाने मे यह ब्राह्मणोसेभी आगे रहते है, कुछ ब्राह्मण लोग तो फिर भी अच्छे होते है. लेकिन OBC समाज का बहुत बढा तबका आज भी दलित और आदिवासीयोसे बहुत घृणा करता है.",Not Hatespeech,1,116
Looser hai tu😅😂 Koi hume kehde toh 😅😂Fad di jaygi😅 pure Bhramin system ki😅😂,Hatespeech,0,14
बाबा और कलश यात्रा अलग हैं बाबा का,Not Hatespeech,1,8
"मैं नंदकिशोर रेगर से पूछना चाहती हूं वह बोल रहे हैं कि ऐसा कुछ नहीं है तो फिर आए दिन दलितों पर अत्याचार कौन कर रहा है हिंदू या मुसलमान
 जितेंद्र मेघवाल और इंद्र मेघवाल को किसने मारा 
दलित को घोड़ी पर बैठने से कौन रोकता है",Not Hatespeech,1,47
BBC ne ab desh ko jatiyon mai bantna suru kar diya ..,Not Hatespeech,1,12
Dalit bjp paltu bange hai ab,Not Hatespeech,1,6
"Jaise to taisa 
Bahut achha kiya jisne Bhi kiya kalash yatra rok kr",Hatespeech,0,13
"​ jab tum pele jate ho to jihadi jihadi kyo chillate ho , murshidabad bhul gaya kya😂😂10 hajar thakuro ne palayan kia😢",Hatespeech,0,22
जय भीम 💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙,Not Hatespeech,1,3
"Stop lying, Muslim castes discriminate worse",Hatespeech,0,6
Dusre dharmo ke log v Hume dalit keh kar dhutkarta hain,Not Hatespeech,1,11
In bhangi logon ko toh bas gandagi hi karni aati hai. 🤮 Yeh desh ka kya karenge?,Hatespeech,0,17
Ha tum m pite ho pata hai hame😂,Not Hatespeech,1,8
"tere ammi ko bol islamic Pakistan Hindu rastra Bharat k samne nanga surrender kar diya 😂
Sri Ram mandir k samne babri ki ammi jute saf kar rahi hai",Hatespeech,0,29
She is not saying truth ...these days  Nobody  discriminate on  castism esp in cosmopolitan .... this is only publi City stunt.,Not Hatespeech,1,21
"Hal hi me Gujrat me Dalit dolha ko mara gaya"" Omg sadi ke din khusi ke din unki khusi chin liya katar panti logo ne"" Or up me to aam bt hai """,Not Hatespeech,1,33
"Yeh bhangi log, hamesha reservation ki baat karte hain. Koi kaam dhanda toh hai nahi inke paas 😡",Hatespeech,0,18
Why do these bhangi people get reservations? They are so lazy!😡,Hatespeech,0,11
Yeh chamar log toh bas reservation ki wajah se aage badh rahe hain. Koi izzat nahi hai. 😡,Hatespeech,0,18
Jai Bhudha Jai sambidhan jai Bhim Jai bahujan samaj,Not Hatespeech,1,9
In dom log ko toh bas gandagi karna aata hai. Always trying to act like they're better than everyone else.,Hatespeech,0,20
Nandkishor jee ek dilemma me jee rhe he.,Not Hatespeech,1,8
To firr tuje ye bhi pta hoga rajputo ne apni jawan sunder beteo ko mugalo k pas bheja tha unki rato ko rangeen krne k liye😂😂😂😂​,Hatespeech,0,26
"In chamar logo ko toh bas reservation chahiye, kuch kaam dhanda nahi aata. 😠",Hatespeech,0,14
"In dalit ko toh hamesha sympathy chahiye, khud kuch karna nahi hai, bas rote raho 😭",Hatespeech,0,16
"Abe itne saal se nahi bane ab kya hi banaoge😂😂 , ek baat bata raha hu yaad rakhna kabhi bhi quantity quality pe bhaari nahi pad sakti , itni population hone ke baad bhi maximum exams me general hi top karte hai jitne bhi mncs ke indian ceo par garv hai na sab general hai . 
  So bheed kitni bhi badha lo rahoge to wahi .
  Bahut bura laga apne hi log ko aisa Kehne me lekin sach kadwa hota hai aur tumne aise Kehne par majboor kiya",Not Hatespeech,1,88
mene gali nhi di ushne di thi phle Bhai,Not Hatespeech,1,9
mein jis aurat se dosti karti thi woh hamesha general caste k logo ko gali deti thi par mein usse samjhati thi sab log nehi hote aur woh khud apne caste k liye feelings bhi rakhti thi aur sarkar se jo advantage mile hai uska galat faida bhi utha Rahi thi mouka milte hi  usska audio aur video sab record tha issi liye toh fasa nehi paya,Not Hatespeech,1,67
"Dalit log toh sirf vote bank hain, aur kuch nahi. They are useless",Hatespeech,0,13
Haryana me gaali bhi jaath dekh karke di jaati hai,Not Hatespeech,1,10
Bbc Wally k kam hi h fit dallo raj karo,Hatespeech,0,10
Yahi aukaat reh gyi ab.....Jatavo se bhi pitne lg gye 😂😂😂😂,Hatespeech,0,11
​अपनी जमीन बराबर करदे बात खत्म no reservation jo hum logo par अत्याचार huye bhi apne upar karva le,Hatespeech,0,19
may be...but they respect their own people,Not Hatespeech,1,7
मैं सभी पर SC/ST लगा देता।,Hatespeech,0,6
"In bhangi logon ko reservation milta hai, phir bhi gareeb rehte hain.  Shame on them! 😠",Hatespeech,0,16
muft me khaane wale logo ko bhikari kehte hain,Not Hatespeech,1,9
Jai bhim jai samvidhan namo budhay jai bhim jai samvidhan namo budhay jai bhim jai samvidhan namo budhay jai bhim jai samvidhan namo budhay jai bhim jai samvidhan namo budhay 💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙,Not Hatespeech,1,31
Gaon me narak hai sc st logo ki zindagi...,Not Hatespeech,1,9
"Arre yaar, yeh chamar log na, bas reservation ka fayda uthate hain. 😒 Khud kuch karte nahi.",Hatespeech,0,17
Bahut achcha Kiya dhanyvad main dalit ke sath hun,Not Hatespeech,1,9
Kisko bol rahe ho,Not Hatespeech,1,4
If any dalit wants to become Buddhist Christian or Muslims? They have problem with conversion as well,Not Hatespeech,1,17
In sb ki Jadd to tmhi log ho🎉,Hatespeech,0,8
"Hierarchy is an aspiration of an individual. It's our psyche that inspires ,we want to keep someone down in order to feel superior. We easily understand the order or classification or categories.everybody wants good thing for themselves and bad things to others. Ex: white supremacy, Aryan race in Germany, hutu and Tutsi in Africa, Patriarchal system. Equality is always a struggler.",Not Hatespeech,1,61
"In dhobi ke baccho ko toh bas free ki roti chahiye, koi kaam dhanda nahi karna. 😠",Hatespeech,0,17
अपना देख ले पूरा विश्व जनता हैं। ठाकुरों ने मुगलों को अपनी बेटी युद्ध से बचने के लिए दे दी थी। मुगल की औलाद😂😂😂​,Hatespeech,0,24
I also have never seen mount Everest,Not Hatespeech,1,7
BBC is trying to spread propaganda of casteism. I have lots of my friends with SC background and I eat with him. Even I have spent 4 months with my one of SC friend by sharing room during my first job. We used to cook together eat together & even sleep together by sharing blanket because we only have a blanket at that time in season of December,Not Hatespeech,1,68
"Abe, ye chamar log toh sirf reservation ke wajah se aage badhte hain. Koi izzat nahi hai inki! 😠",Hatespeech,0,19
BBC News hindi,Not Hatespeech,1,3
"Abe, yeh chamar log kitne ghatiya hain yaar. Koi izzat hi nahi hai inki. 🤮",Hatespeech,0,15
Hindu dharm ma dalit ka matalab garib hai koi cast nhi we all are one,Not Hatespeech,1,15
Reverstion  mandir mey do court mey do,Not Hatespeech,1,7
Ye hmare sare logo k sath hota hai..,Not Hatespeech,1,8
"Abe chamar log, tumhari toh aukat hi nahi hai hamare barabar hone ki. 😂",Hatespeech,0,14
"तुम्हारा कुत्ता , कुत्ता और मेरा कुत्ता टोमी🤣🤣🤣",Not Hatespeech,1,8
Dalito ke bhagwan baba ambedkar hi ho sakte hai....sanatan dharm me dalito ka apman hi hota tha....,Not Hatespeech,1,17
"sahi baat hai, ab sab to nahi karte na , jisko jhuth bolna hai wo kaise bhi jhutha case dal dega, ladki rape ka jhuta case dalti hai, jameen ke upar ek bhai dusre bhai pe jhuta case dalta hai, pati patni ek dusre pe paise ke liye jhute case dalte hai, to kya police case lena band kar degi kya , agar koi ek do ladki rape ka jhuta case dalte to saari ladkiyon ko jhuta case dalte hai karke kanoon case lena band kar sakti hai,
Jhute case aaye to bhi police poora investigation karti hai , court me case chalta hai aur agar case jhuta ho to case karne Wale ko jurmana aur saza bhi hoti hai,
Yaha case ki baat to dur ki hai , agar har koi kisi insan ko jati dharma se na dekh kar insan ke roop me dekhega aur bhedbhav nahi karega to ye sab hoga hi nahi na, 
Bhedbhav ke Karan jatiwad ke karan ye sab case hote hai agar har koi jatiwad ko hi band kar de to case hoge hi nahi,
Aur hindu ko ek hone ke liye jald se jald jatiwad khatam karna chahiye nahi to hindu hindu ke jhagde ka fayda koi teesra le lega jaise ki Mughal aur Britishers ne liya",Not Hatespeech,1,215
"Agar koi Yadav hai aur wo achha kar raha hai, toh usko bhi upar nahi aane dete yeh harijan log. Yeh toh bas aapas mein ladte rehte hain, koi development nahi chahiye",Hatespeech,0,32
"Abe chamar log, tumhari aukaat kya hai? Tum toh sirf gaali dene ke layak ho. 😡",Hatespeech,0,16
Thakur Shakuro ko.thoko,Hatespeech,0,3
brother read the geeta once you will know the truth,Not Hatespeech,1,10
Gernal walo ka sbse jiada nuksan kiya,Not Hatespeech,1,7
Dalit slap by making temple by own,Hatespeech,0,7
Tumhari Aastha to Aastha hai aur dalit Samaj ki koi Aastha nahin,Hatespeech,0,12
"Hai... Vogaban hum sabi ko sadbuddhi de ki hum pahle manushya bana...bad me religion...
Kisi ke bhi sath attyachar, durbabohar accha nhi hai...
Hum sob Bharatiya hai... sobko pyar se mil julkar rahna chahiye...
Jai Hind 🇮🇳",Not Hatespeech,1,37
Amol J nobody hell is begging it is their right to ask for it ..it is their country or else give them the fucking freedom.thats it,Not Hatespeech,1,26
🤣🤣🤣🤣🤣🤣I'm not frustrated bas teri ma bahan ki choot main apna loda dalna chata hu,Hatespeech,0,15
"Dekh bhai, ye dhobi log kabhi sudhar nahi sakte. Always playing the victim card, lol. 🙄",Hatespeech,0,16
That's why education is important.,Not Hatespeech,1,5
DISGUSTING WHAT A SHAME FOR INDIA FUCKING  PEOPLES,Hatespeech,0,8
"who the hell u to decide these r rioters or not, and did you get commission from Govt. to abuse own indian people ,when u abuse anyone you must see your face in the mirror   you will see that you are abusing you family, parenting and our hindu culture",Not Hatespeech,1,49
Bhagwat main rukawat galat hai,Not Hatespeech,1,5
"Abe, ye chmara toh bas reservation ka fayda uthate hain. Koi kaam dhanda toh hai nahi. 😡",Hatespeech,0,17
"In bhangi logon ko toh bas safai karne ka hi kaam karna chahiye, unka toh yahi kaam hai! 🙄",Hatespeech,0,19
"Dekho, ye dom log, inki soch toh aaj tak badli hi nahi.",Hatespeech,0,12
"In bhangi logon ko koi izzat nahi karta, bas gandagi failate hain. 🤮",Hatespeech,0,13
​ thought bramhins are crying from corner for this.,Not Hatespeech,1,9
ye dhram sirf Brahmano ne banaya aur ye Brahmanvad manuvad atankhvad dhram hai,Hatespeech,0,13
"Upper caste waale toh jaise raja the, aur chuhra toh hamesha se hi ghulam rahe hain 😒",Hatespeech,0,17
Etna bhed bhau kion insan insanon ke bich infant baby doesn't know the castes ounch aur nich jati ye sab yahan banaya jata hai,Not Hatespeech,1,24
Tum logo me enth bhi bahot hoti hai ab nikal gayi sari garmi 😂,Not Hatespeech,1,14
In bhangi logon ki toh aukat hi nahi hai hum thakur ke barabar aane ki. 😤 Apna kam karo!,Hatespeech,0,19
Bilkul up me CM ka sawjatiya aatank machaa rakhe hai,Hatespeech,0,10
मजा आ गया दलित जाग गया है ❤,Not Hatespeech,1,8
"Yeh bhangi log kabhi sudhrenge nahi. Inka toh bas reservation chahiye, aur kuch nahi. 😡 Upar se attitude dekho!",Hatespeech,0,19
